losingstate	loseccode	gainingstate	gainccode	year	homelandclaim	midat	midpost	cincrat	cowwar	dyaddem	priormid	tcprior45	cwprior	access	oil_gas	coethnicity	coethnic_1	alliance	allydummy	nondemdyad	dyaddem6	decade	borderorigin	violenttransfer	region	dyadid4	regionfe_region_decade	reciprocal_claim_zero	five_year_region	arab_homeland_yes	loseentry_alt	material_value	homeland_not_instrumental	fe_region_decade_alt_region	no_united_germany	no_divided_germany	no_germany	palestine_homeland	potato_dominant	potato_dominant_group	potato_dominant_source	colony2	capital_distance_log	highost45	huth_conflict	origin_treaty	origin_prior_admin	origin_prior_col	origin_prior	origin_icj	origin_war	origin_decol	colony3	homelandclaim_stateonly	high_dfbeta_midpost	high_dfbeta_violentmid	high_dfbeta_war
"United Kingdom"	200	"Jordan"	663	1946	0.0	0.0	0.0	0.99812955	0.0	0.0	0.0	0.0	1.0		1	0	0.0	1	1.0	1.0	0.0	40.0	3.0	0.0	3.0	663200.0	13.0	0.0	23.0	0.0	0.0	1.0	0.0	13.0				0.0				1.0	8.179481	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0			
"Jordan"	663	"UK(Palestine) /Israel"	200	1946	1.0	0.0	1.0	0.001870429	1.0	0.0	0.0	0.0	0.0	3.0	0	1		1	1.0	1.0	0.0	40.0	3.0	0.0	3.0	663200.0	13.0	0.0	23.0	1.0	1.0	1.0	0.0	13.0				1.0				1.0	3.6109178	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0			
"Barabados"	53	"United Kingdom"	200	1966	0.0	0.0	0.0	4.52229E-4	0.0		0.0	0.0	0.0		0	0		4	1.0			60.0	6.0	0.0	6.0	200053.0	33.0	0.0	60.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.76061			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"United Kingdom"	200	"Barabados"	53	1966	0.0	0.0	0.0	0.9995478	0.0		0.0	0.0	1.0		0	0	0.0	4	1.0			60.0	6.0	0.0	6.0	200053.0	33.0	0.0	60.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.818926	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"CAR"	482	1960	0.0	0.0	0.0	0.99774325	0.0	0.0	0.0	0.0	1.0		0	1	0.0	1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	482220.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.431199	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Central African Republic"	482	"France"	220	1960	0.0	0.0	0.0	0.00225674	0.0	0.0	0.0	0.0	0.0		0	1		1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	482220.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.401782			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Chad"	483	1960	0.0	0.0	0.0	0.9946888	0.0	0.0	0.0	0.0	1.0		1	0	0.0	1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	483220.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.027476	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Chad"	483	"France"	220	1960	0.0	0.0	0.0	0.005311176	0.0	0.0	0.0	0.0	0.0		1	0		1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	483220.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.170468			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Madagascar"	580	1960	0.0	0.0	0.0	0.98787457	0.0	0.0	0.0	1.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	580220.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				0.0	9.006754	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Madagascar"	580	"France"	220	1960	1.0	0.0	0.0	0.012125404	0.0	0.0	0.0	1.0	0.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	580220.0	33.0	0.0	59.0	1.0	1.0	0.0	0.0	33.0				1.0				0.0	8.993427	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0			
"France"	220	"Algeria"	615	1962	1.0	0.0	0.0	0.95228946	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	615220.0	33.0	1.0	59.0	1.0	0.0	1.0	1.0	33.0				1.0				1.0	7.195937	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0			
"Algeria"	615	"France"	220	1962	1.0	0.0	0.0	0.04771051	0.0	0.0	0.0	0.0	1.0		1	0	0.0	4	1.0	1.0	0.0	60.0	6.0	1.0	6.0	615220.0	33.0	1.0	59.0	1.0	1.0	1.0	0.0	33.0				1.0				1.0	6.4567695	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Togo"	461	1960	0.0	0.0	0.0	0.9974827	0.0	0.0	0.0	0.0	1.0		0	0	0.0	4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	461220.0	33.0	0.0	59.0	0.0	0.0	0.0	0.0	33.0				0.0				1.0	8.340933	0.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Togo"	461	"France"	220	1960	0.0	0.0	0.0	0.002517293	0.0	0.0	0.0	0.0	0.0		0	0		4	1.0	1.0	0.0	60.0	6.0	0.0	6.0	461220.0	33.0	0.0	59.0	0.0	1.0	0.0	0.0	33.0				0.0				1.0	8.297295			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"France"	220	"Gabon"	481	1960	0.0	0.0	1.0	0.9990754	0.0	0.0	0.0	0.0	1.0		1	0	0.0	1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	481220.0	33.0	0.0	59.0	0.0	0.0	1.0	0.0	33.0				0.0				1.0	8.562549	1.0		0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Gabon"	481	"France"	220	1960	0.0	0.0	1.0	9.24583E-4	0.0	0.0	0.0	0.0	0.0		1	0		1	1.0	1.0	0.0	60.0	6.0	0.0	6.0	481220.0	33.0	0.0	59.0	0.0	1.0	1.0	0.0	33.0				0.0				1.0	8.457656			0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0			
"Italy"	325	"Albania"	339	1947	0.0	0.0	1.0	0.9557093	0.0	0.0	1.0	1.0	1.0		1	0	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	339325.0	7.0	0.0	12.0	0.0	0.0	1.0	0.0	7.0				0.0	0.0	"Italians"	"L'Europe: Ethnique et Linguistique, 1917"	1.0	6.347389	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			
"Albania"	339	"Italy"	325	1947	0.0	0.0	1.0	0.04429981	0.0	0.0	1.0	1.0	1.0		1	0	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	339325.0	7.0	0.0	12.0	0.0	0.0	1.0	0.0	7.0				0.0	0.0	"Albanians"	"L'Europe: Ethnique et Linguistique, 1917"	1.0	5.1119876	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0			
"USSR"	365	"North Korea"	731	1948	0.0	0.0	0.0	0.978442	0.0	0.0	0.0	0.0	1.0	3.0	0	0	0.0	4	1.0	1.0	0.0	40.0	2.0	0.0	6.0	731365.0	31.0	0.0	56.0	0.0	0.0	0.0	0.0	25.0				0.0				1.0	8.742575	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0			
"North Korea"	731	"Russia/USSR"	365	1948	0.0	0.0	0.0	0.021557994	0.0	0.0	0.0	0.0	1.0	3.0	0	0		4	1.0	1.0	0.0	40.0	2.0	0.0	6.0	731365.0	31.0	0.0	56.0	0.0	1.0	0.0	0.0	25.0				0.0				1.0	6.300786			0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0			
"Hungary"	310	"Yugoslavia (Serbia, croatia, slovenia)"	345	1945	1.0	0.0	1.0	0.5282474	0.0	0.0	1.0	1.0	1.0	4.5	1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	345310.0	7.0	0.0	12.0	1.0	0.0	1.0	0.0	7.0				1.0	1.0	"Hungarians"	"Atlas of Central Europe"	0.0	5.3844953	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Yugoslavia (Serbia, croatia, slovenia)"	345	"Hungary"	310	1945	0.0	0.0	1.0	0.47175258	0.0	0.0	1.0	1.0	0.0	4.5	1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	345310.0	7.0	0.0	12.0	0.0	0.0	1.0	0.0	7.0				0.0	1.0	"Serbs"	"Atlas of Central Europe"	0.0	4.9767337	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Mauritania"	435	"Morocco"	600	1956	1.0	1.0	1.0	0.0458603	0.0	0.0	1.0	0.0	0.0	2.5	0	0	0.0	2	1.0	1.0	0.0	50.0	5.0	0.0	6.0	600435.0	32.0	1.0	58.0	1.0	0.0	0.0	0.0	32.0				1.0	1.0	"Arabs/White Moor"	"ANM"	0.0	6.9994226	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Morocco"	600	"Mauritania"	435	1956	1.0	1.0	1.0	0.045832418	0.0	0.0	1.0	0.0	1.0	2.5	0	0	0.0	4	0.0	1.0	0.0	50.0	3.0	0.0	6.0	600435.0	32.0	1.0	58.0	1.0	1.0	0.0	1.0	32.0				1.0	1.0	"Arabs"	"ANM"	0.0	6.641182	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Cambodia"	811	"N. Vietnam"	816	1953	1.0	0.0	1.0	0.23953149	1.0	0.0	0.0	0.0	0.0	4.0	0	1		4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	816811.0	26.0	0.0	46.0	1.0	1.0	0.0	0.0	26.0				1.0	1.0	"Khmer"	"ANM"	0.0	6.4393506	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Vietnam"	816	"Cambodia"	811	1953	0.0	0.0	1.0	0.7579058	1.0	0.0	0.0	0.0	0.0	3.0	0	1	0.12142446	4	0.0	1.0	0.0	50.0	3.0	0.0	5.0	816811.0	26.0	0.0	46.0	0.0	0.0	0.0	0.0	26.0				0.0	1.0	"Vietnamese"	"8006_E3_1945_U57"	0.0	6.5778613	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Burkina Faso"	439	"Togo"	461	1960	0.0	0.0	0.0	0.7415835	0.0	0.0	0.0	0.0	0.0	2.5	0			4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	461439.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Mossi"	"ANM"	0.0	5.3936276	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"Togo"	461	"Burkina Faso"	439	1960	0.0	0.0	0.0	0.25841647	0.0	0.0	0.0	0.0	0.0	2.5	0		0.0	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	461439.0	21.0	0.0	37.0	0.0	1.0	0.0	0.0	21.0				0.0	0.0	"Ewe (and related groups); Kabre"	"ANM"	0.0	6.2822666	0.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"Iraq"	645	"Saudi Arabia"	670	1975	0.0	0.0	1.0	0.4478916	1.0	0.0	1.0	0.0	1.0	2.5	1	1	0.8399547	1	1.0	1.0	0.0	70.0	3.0	0.0	3.0	670645.0	16.0	0.0	29.0	1.0	0.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	5.7838254	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Saudi Arabia"	670	"Iraq"	645	1975	0.0	0.0	1.0	0.5521084	1.0	0.0	1.0	0.0	1.0	2.5	1	1	1.1905404	1	1.0	1.0	0.0	70.0	3.0	0.0	3.0	670645.0	16.0	0.0	29.0	1.0	0.0	1.0	0.0	16.0				0.0	1.0	"Arabs"	"ANM-modified"	0.0	6.200509	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"India"	750	"Pakistan"	770	1947	1.0	1.0	1.0	0.8220003	1.0	0.0	1.0	0.0	0.0	4.0	1	0	0.0	4	0.0	1.0	0.0	40.0	3.0	1.0	5.0	770750.0	25.0	1.0	45.0	1.0	1.0	1.0	1.0	25.0				1.0				0.0	5.8833222	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Pakistan"	770	"India"	750	1947	1.0	1.0	1.0	0.17799966	1.0	0.0	1.0	0.0	0.0	4.0	1	0	0.0	4	0.0	1.0	0.0	40.0	3.0	1.0	5.0	770750.0	25.0	1.0	45.0	1.0	1.0	1.0	0.0	25.0				1.0				0.0	5.5012584	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Malaysia"	820	"Philippines"	840	1946	0.0	0.0	1.0	0.97105783	0.0	0.0	0.0	0.0	0.0		1	1		4	0.0	1.0	0.0	40.0	3.0	0.0	5.0	840820.0	25.0	0.0	45.0	0.0	0.0	1.0	0.0	25.0				0.0				0.0	7.7566233	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Philippines"	840	"Malaysia"	820	1946	1.0	0.0	1.0	0.028942151	0.0	0.0	0.0	0.0	0.0		1	1	0.0	4	0.0	1.0	0.0	40.0	3.0	0.0	5.0	840820.0	25.0	0.0	45.0	1.0	1.0	1.0	1.0	25.0				1.0				0.0	7.696667	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0			
"Yemen Arab Republic"	678	"Yemen People's Republic"	680	1967	1.0	0.0	1.0	0.73277134	0.0	0.0	0.0	0.0	1.0		1			4	0.0	1.0	0.0	60.0	5.0	0.0	3.0	680678.0	15.0	1.0	27.0	1.0	0.0	1.0	0.0	15.0				1.0	1.0	"Arabs"	"ANM"	0.0	4.9972124	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
"Yemen People's Republic"	680	"Yemen Arab Republic"	678	1967	1.0	0.0	1.0	0.26722866	0.0	0.0	0.0	0.0	1.0		1			4	0.0	1.0	0.0	60.0	5.0	0.0	3.0	680678.0	15.0	1.0	27.0	1.0	1.0	1.0	1.0	15.0				1.0	1.0	"Arabs"	"ANM"	0.0	4.454347	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
"Croatia"	344	"Bosnia"	346	1992	1.0	1.0	1.0	0.5848014	0.0	0.0	1.0	0.0	1.0	3.5	0	1	0.0	1	1.0	1.0	0.0	90.0	5.0	0.0	2.0	346344.0	12.0	0.0	21.0	1.0	1.0	1.0	1.0	12.0				1.0	1.0	"Croatians (Bunyevaces, Sokaces)"	"Atlas of Central Europe"	0.0	4.158883	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Bosnia"	346	"Croatia"	344	1992	0.0	1.0	1.0	0.4151986	0.0	0.0	1.0	0.0	1.0	3.5	0	1	0.21447998	1	1.0	1.0	0.0	90.0	5.0	0.0	2.0	346344.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	0.0	"Bosnians"	"Atlas of Central Europe"	0.0	4.65396	1.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Georgia"	372	"Azerbaijan"	373	1991	0.0	0.0	0.0	0.5637596	0.0	0.0	0.0	0.0	1.0	3.5	1	1	0.04547791	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	373372.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	0.0	"Georgians"	"ANM-modified"	0.0	3.8066626	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Azerbaijan"	373	"Georgia"	372	1991	0.0	0.0	1.0	0.43624038	0.0	0.0	0.0	0.0	1.0	3.5	1	1	0.0	4	0.0	1.0	0.0	90.0	2.0	0.0	5.0	373372.0	30.0	0.0	54.0	0.0	1.0	1.0	0.0	30.0				0.0	1.0	"Azeris"	"ANM-modified"	0.0	5.6489744	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Macedonia"	343	"Serbia"	345	1993	0.0	0.0	1.0	0.12101301	0.0	0.0	0.0	0.0	0.0	2.5	0	1		4	0.0	1.0	0.0	90.0	5.0	0.0	2.0	345343.0	12.0	0.0	21.0	0.0	1.0	1.0	0.0	12.0				0.0	0.0	"Macdonians"	"6801.E1.1918 6841.E1_1983"	0.0	2.7080503	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Yugoslavia (Serbia)"	345	"Macedonia"	343	1993	1.0	0.0	1.0	0.878987	0.0	0.0	0.0	0.0	1.0	2.5	0	1		4	0.0	1.0	0.0	90.0	5.0	0.0	2.0	345343.0	12.0	0.0	21.0	1.0	0.0	1.0	1.0	12.0				1.0	1.0	"Serbs"	"Atlas of Central Europe"	0.0	5.6801724	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"North Vietnam"	816	"Republic of Vietnam"	817	1954	1.0	0.0	1.0	0.4649774	1.0	0.0	0.0	0.0	0.0	5.0	0	1		4	0.0	1.0	0.0	50.0	5.0	1.0	5.0	817816.0	26.0	1.0	46.0	1.0	1.0	0.0	1.0	26.0				1.0	1.0	"Vietnamese"	"8006_E3_1928_I6"	0.0	6.086775	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Republic of vietnam"	817	"North Vietnam"	816	1954	1.0	0.0	1.0	0.53502256	1.0	0.0	0.0	0.0	0.0	5.0	1	1		4	0.0	1.0	0.0	50.0	5.0	1.0	5.0	817816.0	26.0	1.0	46.0	1.0	1.0	1.0	1.0	26.0				1.0	1.0	"Vietnamese"	"8006_E3_1945_U57"	0.0	6.369901	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Cameroun"	471	"Gabon"	481	1960	0.0	0.0	1.0	0.9154381	0.0	0.0	0.0	0.0	0.0	2.5	0	1	13.563856	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	481471.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	0.0	"Bamileke; Bassa/Duala; Beti; Fulani (and other northern Muslim peoples); Northwestern Anglophones (Grassfielders)"	"ANM"	0.0	5.26269	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"Gabon"	481	"Cameroun"	471	1960	0.0	0.0	1.0	0.08456189	0.0	0.0	0.0	0.0	0.0	2.5	0	1	0.07372535	4	0.0	1.0	0.0	60.0	3.0	0.0	4.0	481471.0	21.0	0.0	37.0	0.0	1.0	1.0	0.0	21.0				0.0	1.0	"Fang"	"ANM"	0.0	5.3423343	1.0		0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0			
"France"	220	"Germany"	255	1947	0.0	0.0	0.0	0.51928097	0.0	0.0	1.0	1.0	1.0	4.5	0	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	255220.0	7.0	0.0	12.0	0.0	0.0		0.0	7.0	1.0		1.0	0.0	0.0	"French"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	2.3926969	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"France"	220	"German Federal Republic"	260	1947	0.0	0.0	0.0	0.51928097	0.0	0.0	1.0	1.0	1.0	4.5	0	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	260220.0	7.0	0.0	12.0	0.0	0.0		0.0	7.0		1.0	1.0	0.0	0.0	"French"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	2.3926969	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"France"	220	"German Democratic Republic"	265	1947	0.0	0.0	1.0	0.25701118	0.0	0.0	1.0	1.0	1.0		1	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	265220.0	7.0	0.0	12.0	0.0	0.0		0.0	7.0		1.0	1.0	0.0	0.0	"French"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	2.3926969	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Germany"	255	"France"	220	1947	1.0	0.0	0.0	0.51928097	0.0	0.0	1.0	1.0	1.0	4.5	1	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	255220.0	7.0	1.0	12.0	1.0	0.0	1.0	1.0	7.0	1.0		1.0	1.0	1.0	"Germans"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.280396	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"German Federal Republic"	260	"France"	220	1947	1.0	0.0	0.0	0.515642	0.0	1.0	1.0	1.0	1.0	4.5	1	1	0.0	4	0.0	0.0	1.0	40.0	5.0	1.0	2.0	260220.0	7.0	1.0	12.0	1.0	0.0	1.0	0.0	7.0		1.0	1.0	1.0	1.0	"German"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	5.0106354	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"German Democratic Republic"	265	"France"	220	1947	0.0	0.0	1.0	0.2542381	0.0	0.0	1.0	1.0	1.0		1	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	265220.0	7.0	0.0	12.0	0.0	0.0	1.0	0.0	7.0		1.0	1.0	0.0	1.0	"Germans"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.280396	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Germany"	255	"Poland"	290	1945	1.0	0.0	0.0	0.794392	0.0	0.0	1.0	1.0	1.0	5.0	1	1	0.006790949	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290255.0	7.0	0.0	12.0	1.0	0.0	1.0	1.0	7.0	1.0		1.0	1.0	1.0	"Germans"	"Atlas of Central Europe"	0.0	4.0943446	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Federal Republic of Germany"	260	"Poland"	290	1945	1.0	0.0	1.0	0.7260131	0.0	0.0	1.0	1.0	1.0	5.0	1	1	0.006790949	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290260.0	7.0	0.0	12.0	1.0	0.0	1.0	1.0	7.0		1.0	1.0	1.0	1.0	"Germans"	"Atlas of Central Europe"	0.0	6.2766433	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"German Democratic Republic"	265	"Poland"	290	1945	0.0	0.0	0.0	0.55312663	0.0	0.0	1.0	1.0	1.0	5.0	1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290265.0	7.0	0.0	12.0	0.0	0.0	1.0	0.0	7.0		1.0	1.0	0.0	1.0	"Germans"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	4.060443	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Poland"	290	"Germany"	255	1945	0.0	0.0	0.0	0.205608	0.0	0.0	1.0	1.0	1.0	5.0	1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290255.0	7.0	0.0	12.0	0.0	1.0	1.0	0.0	7.0	1.0		1.0	0.0	0.0	"Poles"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.061457	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Poland"	290	"Federal Republic of Germany"	260	1945	0.0	0.0	1.0	0.27398688	0.0	0.0	1.0	1.0	1.0		1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290260.0	7.0	0.0	12.0	0.0	1.0	1.0	0.0	7.0		1.0	1.0	0.0	0.0	"Poles"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.522093	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Poland"	290	"German Democratic Republic"	265	1945	0.0	0.0	0.0	0.4468734	0.0	0.0	1.0	1.0	1.0	5.0	1	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	290265.0	7.0	0.0	12.0	0.0	1.0	1.0	0.0	7.0		1.0	1.0	0.0	0.0	"Poles"	"L'Europe: Ethnique et Linguistique, 1917"	0.0	6.061457	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Hungary"	310	"Romania"	360	1945	1.0	0.0	1.0	0.46126193	0.0	0.0	1.0	1.0	1.0	4.5	0	1	0.0	4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	360310.0	7.0	0.0	12.0	1.0	0.0	1.0	0.0	7.0				1.0	1.0	"Hungarians"	"Atlas of Central Europe"	0.0	5.2832036	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Romania"	360	"Hungary"	310	1945	0.0	0.0	1.0	0.5387381	0.0	0.0	1.0	1.0	1.0	4.5	0	1		4	0.0	1.0	0.0	40.0	5.0	1.0	2.0	360310.0	7.0	0.0	12.0	0.0	0.0	0.0	0.0	7.0				0.0	1.0	"Romanians"	"Atlas of Central Europe"	0.0	6.0684257	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"Jordan"	663	"Israel"	666	1967	1.0	1.0	1.0	0.3208864	1.0	0.0	1.0	0.0	0.0	3.5	0	1	0.0	4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666663.0	15.0	0.0	27.0	1.0	0.0	1.0	1.0	15.0				1.0	1.0	"Arabs"		0.0	3.6109178	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0			
"Israel"	666	"Jordan"	663	1967	0.0	1.0	1.0	0.67911357	1.0	0.0	1.0	0.0	0.0	3.0	0	1		4	0.0	1.0	0.0	60.0	5.0	1.0	3.0	666663.0	15.0	0.0	27.0	1.0	0.0	1.0	0.0	15.0				0.0	1.0	"Jews"		0.0	3.5553482	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			
"China"	710	"Myanmar"	775	1961	0.0	1.0	1.0	0.97581375	0.0	0.0	1.0	0.0	1.0	1.5	0	0	0.0	2	1.0	1.0	0.0	60.0	1.0	0.0	5.0	775710.0	27.0	0.0	48.0	0.0	0.0	0.0	0.0	27.0				0.0	1.0	"Han"	"ANM"	0.0	7.6586995	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
"Myanmar"	775	"China"	710	1961	0.0	1.0	1.0	0.024186244	0.0	0.0	1.0	0.0	1.0	1.5	0	0	0.0	2	1.0	1.0	0.0	60.0	1.0	0.0	5.0	775710.0	27.0	0.0	48.0	0.0	0.0	0.0	0.0	27.0				0.0	1.0	"Kachins"	"ANM"	0.0	6.504288	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
