"","d","s","y","spp"
"3616",26,0.896522,1,"red pine"
"3617",12,0.901051,1,"cedar"
"3618",13,0.901051,1,"cedar"
"3619",13,0.901051,1,"cedar"
"3620",9,0.901051,1,"cedar"
"3621",9,0.901051,1,"cedar"
"3622",8,0.901051,1,"cedar"
"3623",18,0.901051,1,"paper birch"
"3624",22,0.901051,1,"paper birch"
"3625",24,0.901051,1,"paper birch"
"3626",25,0.901051,1,"paper birch"
"3627",12,0.909887,1,"aspen"
"3628",10,0.909887,1,"cedar"
"3629",9,0.909887,1,"cedar"
"3630",14,0.909887,1,"cedar"
"3631",12,0.909887,1,"cedar"
"3632",11,0.909887,1,"cedar"
"3633",12,0.909887,1,"paper birch"
"3634",15,0.909887,1,"paper birch"
"3635",13,0.931964,1,"cedar"
"3636",26,0.931964,1,"paper birch"
"3637",5,0.939029,0,"black spruce"
"3638",14,0.939029,0,"red pine"
"3639",16,0.940521,1,"aspen"
"3640",26,0.940521,1,"aspen"
"3641",29,0.940521,1,"aspen"
"3642",15,0.940521,1,"cedar"
"3643",15,0.940521,1,"cedar"
"3644",34,0.94152,1,"red pine"
"3645",12,0.94152,1,"red pine"
"3646",28,0.94152,1,"red pine"
"3647",9,0.944993,1,"black spruce"
"3648",17,0.944993,1,"black spruce"
"3649",19,0.944993,0,"jackpine"
"3650",30,0.944993,1,"black ash"
"3651",13,0.960903,1,"cedar"
"3652",12.5,0.960903,1,"cedar"
"3653",20.5,0.960903,1,"cedar"
"3654",8,0.960903,1,"cedar"
"3655",13,0.960903,1,"cedar"
"3656",29,0.960903,1,"paper birch"
"3657",10.5,0.960903,0,"red pine"
"3658",25,0.973961,1,"cedar"
"3659",14,0.973961,1,"cedar"
"3660",28,0.973961,1,"cedar"
"3661",30,0.973961,1,"black ash"
"3662",8,0.983271,1,"black spruce"
"3663",20,0.983271,1,"jackpine"
"3664",19,0.983271,1,"jackpine"
"3665",37,0.983271,1,"black ash"
"3666",48,0.983271,1,"black ash"
